date,pitcher_id,pitcher_name,team,opponent,venue_home_team,line_strikeouts,line_outs,proj_strikeouts,proj_outs,adj_strikeouts,adj_outs,k_factor,outs_factor,opponent_k_rate,park_factor_used,recent_ip_per_start,recent_ip_weighted,league_avg_k_rate,edge_dir_ks,edge_dir_outs,diff_ks,diff_outs,diff_adj_ks,diff_adj_outs,over_odds_ks,under_odds_ks,over_odds_outs,under_odds_outs,actual_strikeouts,actual_outs,outcome_source
2025-09-24,685299,Tanner Gordon,tanner gordon,Colorado Rockies,Seattle Mariners,Seattle Mariners,4.5,15.5,3.1,15,3.3,15,1.076,0.9932196162046908,0.2322,0.96,5.34,5.08,0.22019333333333335,UNDER,,-1.4,-0.5,-1.2000000000000002,-0.5,110,-145,-135,-105,,
2025-09-24,622491,Luis Castillo,luis castillo,Seattle Mariners,Colorado Rockies,Seattle Mariners,6.5,17.5,4.9,17,5.8,18,1.176,1.0347974413646055,0.2539,0.96,5.62,5.62,0.22019333333333335,UNDER,,-1.5999999999999996,-0.5,-0.7000000000000002,0.5,-120,-110,-190,145,,
2025-09-24,543243,Sonny Gray,sonny gray,St. Louis Cardinals,San Francisco Giants,San Francisco Giants,6.5,17.5,6.2,17,6.6,17,1.058,0.9893816631130063,0.2261,0.94,5.58,5.58,0.22019333333333335,,,-0.2999999999999998,-0.5,0.09999999999999964,-0.5,120,-160,-145,105,,
2025-09-24,664141,JT Brubaker,jt brubaker,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,,,3.1,15,3.1,15,1.004,1.0107036247334755,0.2146,0.94,,,0.22019333333333335,,,,,,,,,,4,12,boxscore
2025-09-24,686613,Hunter Brown,hunter brown,Houston Astros,Athletics,Athletics,5.5,17.5,6.9,18,7.2,18,1.05,1.0028144989339018,0.2255,0.95,6.26,6.08,0.22019333333333335,OVER,,1.4000000000000004,0.5,1.7000000000000002,0.5,-130,,-140,5,15,boxscore
2025-09-24,622663,Luis Severino,luis severino,Athletics,Houston Astros,Athletics,3.5,15.5,4.3,17,4.2,17,0.985,1.012409381663113,0.2116,0.95,5.67,5.67,0.22019333333333335,OVER,,0.7999999999999998,1.5,0.7000000000000002,1.5,-160,120,,-140,,
2025-09-25,677952,Braxton Ashcraft,braxton ashcraft,Pittsburgh Pirates,Boston Red Sox,Boston Red Sox,,,7.5,24,7.6,24,1.017,1.001961620469083,0.2296,1.05,4.54,8.75,0.22019333333333335,,,,,,,,,,5,13,boxscore
2025-09-25,666157,Nick Lodolo,nick lodolo,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,,,4.9,15,4.7,15,0.965,1.0107036247334755,0.2146,1.02,4.26,5.07,0.22019333333333335,,,,,,,,,,12,19,boxscore
2025-09-25,656876,Drew Rasmussen,drew rasmussen,Tampa Bay Rays,Washington Nationals,Washington Nationals,,,4.3,15,4.2,15,0.981,1.0166737739872067,0.2183,1.02,4.8,4.88,0.22019333333333335,,,,,,,,,,3,7,boxscore
2025-09-25,700249,Cade Povich,cade povich,Baltimore Orioles,San Francisco Giants,San Francisco Giants,,,6.0,16,6.3,16,1.058,0.9893816631130063,0.2261,0.94,5.06,5.46,0.22019333333333335,,,,,,,,,,4,17,boxscore
2025-09-25,641927,Bailey Ober,bailey ober,Minnesota Twins,San Diego Padres,Minnesota Twins,,,4.4,16,3.7,16,0.847,0.997910447761194,0.1884,1.02,5.26,5.36,0.22019333333333335,,,,,,,,,,5,18,boxscore
2025-09-25,641816,Tyler Mahle,tyler mahle,Texas Rangers,Athletics,Athletics,,,4.0,16,4.2,16,1.05,1.0028144989339018,0.2255,0.95,5.5,5.5,0.22019333333333335,,,,,,,,,,4,15,boxscore
2025-09-25,664285,Framber Valdez,framber valdez,Houston Astros,Los Angeles Angels,Houston Astros,,,6.1,19,7.4,19,1.215,1.001961620469083,0.2649,0.98,6.28,6.28,0.22019333333333335,,,,,,,,,,10,21,boxscore
2025-09-25,669372,J.T. Ginn,j.t. ginn,Athletics,Texas Rangers,Athletics,,,6.0,16,6.1,16,1.014,1.0064392324093816,0.2179,0.95,4.6,5.44,0.22019333333333335,,,,,,,,,,4,11,boxscore
2025-09-25,808967,Yoshinobu Yamamoto,yoshinobu yamamoto,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,,,6.8,18,6.6,18,0.977,0.9940724946695095,0.212,0.97,6.66,6.0,0.22019333333333335,,,,,,,,,,7,18,boxscore
2025-09-25,656222,Jalen Beeks,jalen beeks,Arizona Diamondbacks,Los Angeles Dodgers,Los Angeles Dodgers,,,6.9,24,7.0,23,1.018,0.9746695095948827,0.2208,0.97,,,0.22019333333333335,,,,,,,,,,1,3,boxscore
2025-09-25,676083,Janson Junk,janson junk,Miami Marlins,New York Mets,New York Mets,,,5.1,22,4.8,22,0.949,0.9819189765458421,0.2101,1.01,7.33,7.33,0.22019333333333335,,,,,,,,,,4,14,boxscore
2025-09-25,621111,Walker Buehler,walker buehler,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,,,3.8,15,4.0,15,1.045,0.9919402985074626,0.2359,1.05,5.1,5.1,0.22019333333333335,,,,,,,,,,2,15,boxscore
2025-09-25,675512,Troy Melton,troy melton,Detroit Tigers,Kansas City Royals,Kansas City Royals,,,7.7,24,6.4,25,0.828,1.0256289978678037,0.1832,1.01,8.07,8.07,0.22019333333333335,,,,,,,,,,1,11,boxscore
2025-09-25,800048,Parker Messick,parker messick,Cleveland Guardians,Seattle Mariners,Cleveland Guardians,,,6.0,19,6.4,19,1.065,0.9932196162046908,0.2322,0.98,,,0.22019333333333335,,,,,,,,,,7,15,boxscore
2025-09-25,663436,Davis Martin,davis martin,Chicago White Sox,New York Yankees,Chicago White Sox,,,4.2,18,4.4,17,1.039,0.9625159914712154,0.2299,1.01,5.9,5.9,0.22019333333333335,,,,,,,,,,5,13,boxscore
2025-09-25,607074,Carlos Rodón,carlos rodon,New York Yankees,Chicago White Sox,Chicago White Sox,,,6.2,18,6.3,18,1.009,0.9994029850746269,0.2232,1.01,5.87,5.87,0.22019333333333335,,,,,,,,,,5,18,boxscore
2025-09-25,678394,Brayan Bello,brayan bello,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,,,4.6,18,4.8,18,1.045,0.9919402985074626,0.2359,1.05,6.14,6.14,0.22019333333333335,,,,,,,,,,3,15,boxscore
2025-09-25,686973,Louis Varland,louis varland,Minnesota Twins,San Diego Padres,Minnesota Twins,,,4.8,15,4.1,15,0.847,0.997910447761194,0.1884,1.02,,,0.22019333333333335,,,,,,,,,,3,6,boxscore
2025-09-25,690997,Nolan McLean,nolan mclean,New York Mets,Miami Marlins,New York Mets,,,7.5,18,7.0,18,0.936,1.0098507462686568,0.2071,1.01,,,0.22019333333333335,,,,,,,,,,11,16,boxscore
2025-09-25,684007,Shota Imanaga,shota imanaga,Chicago Cubs,Colorado Rockies,Colorado Rockies,,,4.7,17,5.0,18,1.067,1.0347974413646055,0.2539,1.15,5.79,5.79,0.22019333333333335,,,,,,,,,,3,17,boxscore
2025-09-25,547179,Michael Lorenzen,michael lorenzen,Kansas City Royals,Detroit Tigers,Kansas City Royals,,,4.7,16,5.0,16,1.062,1.002174840085288,0.2351,1.01,5.4,5.4,0.22019333333333335,,,,,,,,,,9,17,boxscore
2025-09-25,687134,Bradley Blalock,bradley blalock,Colorado Rockies,Chicago Cubs,Colorado Rockies,,,2.4,16,2.1,16,0.855,0.988955223880597,0.2035,1.15,5.22,5.22,0.22019333333333335,,,,,,,,,,1,11,boxscore
2025-09-25,453286,Max Scherzer,max scherzer,Toronto Blue Jays,Milwaukee Brewers,Toronto Blue Jays,5.5,15.5,5.1,16,4.7,16,0.919,0.9881023454157782,0.2034,1.01,5.46,5.46,0.22019333333333335,,,-0.40000000000000036,0.5,-0.7999999999999998,0.5,105,-135,,-140,,
2025-09-25,676440,Tanner Bibee,tanner bibee,Cleveland Guardians,Seattle Mariners,Cleveland Guardians,5.5,17.5,5.3,18,5.6,18,1.065,0.9932196162046908,0.2322,0.98,6.06,5.83,0.22019333333333335,,,-0.20000000000000018,0.5,0.09999999999999964,0.5,-165,125,-130,-110,,
2025-09-25,686613,Hunter Brown,hunter brown,Houston Astros,Los Angeles Angels,Houston Astros,5.5,17.5,6.9,18,8.4,18,1.215,1.001961620469083,0.2649,0.98,6.26,6.08,0.22019333333333335,OVER,,1.4000000000000004,0.5,2.9000000000000004,0.5,-130,,-140,,,
2025-09-25,685299,Tanner Gordon,tanner gordon,Colorado Rockies,Chicago Cubs,Colorado Rockies,4.5,15.5,3.1,15,2.7,15,0.855,0.988955223880597,0.2035,1.15,5.34,5.08,0.22019333333333335,UNDER,,-1.4,-0.5,-1.7999999999999998,-0.5,110,-145,-135,-105,,
2025-09-25,594798,Jacob deGrom,jacob degrom,Texas Rangers,Athletics,Athletics,6.5,,6.0,17,6.3,17,1.05,1.0028144989339018,0.2255,0.95,5.4,5.66,0.22019333333333335,,,-0.5,,-0.20000000000000018,,115,-150,,,,
2025-09-25,666200,Jesús Luzardo,jesus luzardo,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,6.5,,6.6,17,6.6,17,1.005,0.9836247334754797,0.2259,1.04,5.74,5.64,0.22019333333333335,,,0.09999999999999964,,0.09999999999999964,,105,-135,,,,
2025-09-26,571945,Miles Mikolas,miles mikolas,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,3.5,,3.3,15,3.0,15,0.901,0.988955223880597,0.2035,1.05,5.2,5.08,0.22019333333333335,,,-0.20000000000000018,,-0.5,,110,-145,,4,15,boxscore
2025-09-26,657746,Joe Ryan,joe ryan,Minnesota Twins,Philadelphia Phillies,Philadelphia Phillies,,,6.2,17,5.9,17,0.944,0.9959914712153518,0.2121,1.04,4.94,5.55,0.22019333333333335,,,,,,,,,,9,15,boxscore
2025-09-26,605400,Aaron Nola,aaron nola,Philadelphia Phillies,Minnesota Twins,Philadelphia Phillies,,,5.8,16,5.7,16,0.987,1.0043070362473348,0.2217,1.04,5.66,5.43,0.22019333333333335,,,,,,,,,,9,24,boxscore
2025-09-26,672782,Yoendrys Gómez,yoendrys gomez,Chicago White Sox,Washington Nationals,Washington Nationals,,,2.4,15,2.4,15,0.981,1.0166737739872067,0.2183,1.02,4.74,4.9,0.22019333333333335,,,,,,,,,,5,18,boxscore
2025-09-26,676917,Cade Cavalli,cade cavalli,Washington Nationals,Chicago White Sox,Washington Nationals,,,4.2,15,4.2,15,1.004,0.9994029850746269,0.2232,1.02,4.46,5.1,0.22019333333333335,,,,,,,,,,6,12,boxscore
2025-09-26,669432,Trevor Rogers,trevor rogers,Baltimore Orioles,New York Yankees,New York Yankees,5.5,15.5,5.7,19,5.8,18,1.023,0.9625159914712154,0.2299,1.04,6.06,6.26,0.22019333333333335,,OVER,0.20000000000000018,3.5,0.2999999999999998,2.5,110,-145,-105,-135,,
2025-09-26,701542,Will Warren,will warren,New York Yankees,Baltimore Orioles,New York Yankees,4.5,15.5,5.5,15,5.8,15,1.057,1.015820895522388,0.2374,1.04,5.06,4.94,0.22019333333333335,OVER,,1.0,-0.5,1.2999999999999998,-0.5,-165,125,145,-190,,
2025-09-26,605288,Adrian Houser,adrian houser,Tampa Bay Rays,Toronto Blue Jays,Toronto Blue Jays,2.5,16.5,4.1,18,3.3,18,0.794,0.9983368869936033,0.1758,1.01,5.66,5.98,0.22019333333333335,OVER,,1.5999999999999996,1.5,0.7999999999999998,1.5,-190,145,-130,-110,,
2025-09-26,669456,Shane Bieber,shane bieber,Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,6.5,18.5,9.0,18,9.3,18,1.031,1.0168869936034115,0.2281,1.01,,,0.22019333333333335,OVER,,2.5,-0.5,2.8000000000000007,-0.5,110,-145,170,-250,,
2025-09-26,663554,Casey Mize,casey mize,Detroit Tigers,Boston Red Sox,Boston Red Sox,4.5,,4.6,16,4.7,16,1.017,1.001961620469083,0.2296,1.05,5.06,5.22,0.22019333333333335,,,0.09999999999999964,,0.20000000000000018,,110,-145,,8,19,boxscore
2025-09-26,690986,Kyle Harrison,kyle harrison,Boston Red Sox,Detroit Tigers,Boston Red Sox,4.5,,6.2,17,6.5,17,1.041,1.002174840085288,0.2351,1.05,5.8,5.8,0.22019333333333335,OVER,,1.7000000000000002,,2.0,,-110,-120,,6,9,boxscore
2025-09-26,683004,Jack Leiter,jack leiter,Texas Rangers,Cleveland Guardians,Cleveland Guardians,4.5,,5.0,16,5.2,16,1.037,1.0023880597014925,0.226,0.98,5.54,5.22,0.22019333333333335,,,0.5,,0.7000000000000002,,-115,-115,,10,21,boxscore
2025-09-26,677944,Slade Cecconi,slade cecconi,Cleveland Guardians,Texas Rangers,Cleveland Guardians,4.5,,4.6,17,4.6,17,0.999,1.0064392324093816,0.2179,0.98,5.65,5.65,0.22019333333333335,,,0.09999999999999964,,0.09999999999999964,,-145,110,,3,12,boxscore
2025-09-26,645261,Sandy Alcantara,sandy alcantara,Miami Marlins,New York Mets,Miami Marlins,,,4.6,18,4.5,18,0.968,0.9819189765458421,0.2101,0.97,6.6,5.86,0.22019333333333335,,,,,,,,,,3,21,boxscore
2025-09-26,656605,Mitch Keller,mitch keller,Pittsburgh Pirates,Atlanta Braves,Atlanta Braves,4.5,15.5,4.3,16,4.3,16,1.011,0.9836247334754797,0.2259,1.03,4.94,5.32,0.22019333333333335,,,-0.20000000000000018,0.5,-0.20000000000000018,0.5,120,-160,125,-165,,
2025-09-26,666214,Joey Wentz,joey wentz,Atlanta Braves,Pittsburgh Pirates,Atlanta Braves,5.5,,4.9,16,5.2,16,1.055,0.9919402985074626,0.2359,1.03,5.43,5.43,0.22019333333333335,,,-0.5999999999999996,,-0.2999999999999998,,110,-145,,3,12,boxscore
2025-09-26,641793,Zack Littell,zack littell,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers,,,3.8,17,3.5,17,0.928,0.9881023454157782,0.2034,0.99,5.0,5.63,0.22019333333333335,,,,,,,,,,3,14,boxscore
2025-09-26,682990,Quinn Priester,quinn priester,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,,,5.5,20,5.8,20,1.057,0.9951385927505331,0.2316,0.99,6.74,6.74,0.22019333333333335,,,,,,,,,,4,15,boxscore
2025-09-26,669920,Jason Alexander,jason alexander,Houston Astros,Los Angeles Angels,Los Angeles Angels,4.5,,5.8,20,6.9,20,1.191,1.001961620469083,0.2649,1.02,6.58,6.58,0.22019333333333335,OVER,,1.2999999999999998,,2.4000000000000004,,,-130,,4,14,boxscore
2025-09-26,543294,Kyle Hendricks,kyle hendricks,Los Angeles Angels,Houston Astros,Los Angeles Angels,,,3.5,16,3.3,16,0.951,1.012409381663113,0.2116,1.02,5.14,5.18,0.22019333333333335,,,,,,,,,,8,15,boxscore
2025-09-26,668678,Zac Gallen,zac gallen,Arizona Diamondbacks,San Diego Padres,San Diego Padres,4.5,18.5,5.2,17,4.5,17,0.873,0.997910447761194,0.1884,0.96,5.8,5.79,0.22019333333333335,OVER,,0.7000000000000002,-1.5,0.0,-1.5,120,-160,160,-230,,
2025-09-26,506433,Yu Darvish,yu darvish,San Diego Padres,Arizona Diamondbacks,San Diego Padres,4.5,,4.3,14,4.2,14,0.982,0.9940724946695095,0.212,0.96,4.8,4.8,0.22019333333333335,,,-0.20000000000000018,,-0.2999999999999998,,-115,-115,,4,15,boxscore
2025-09-26,686218,Emmet Sheehan,emmet sheehan,Los Angeles Dodgers,Seattle Mariners,Seattle Mariners,,,6.1,17,6.6,17,1.076,0.9932196162046908,0.2322,0.96,5.54,5.73,0.22019333333333335,,,,,,,,,,3,3,boxscore
2025-09-26,702070,Noah Cameron,noah cameron,Kansas City Royals,Athletics,Athletics,4.5,,4.4,16,4.6,16,1.05,1.0028144989339018,0.2255,0.95,5.14,5.49,0.22019333333333335,,,-0.09999999999999964,,0.09999999999999964,,-125,-105,,6,14,boxscore
2025-09-26,608566,Germán Márquez,german marquez,Colorado Rockies,San Francisco Giants,San Francisco Giants,,,3.6,15,3.8,15,1.058,0.9893816631130063,0.2261,0.94,4.86,4.89,0.22019333333333335,,,,,,,,,,1,13,boxscore
2025-09-26,607067,Colin Rea,colin rea,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,3.5,,4.1,17,3.9,17,0.95,1.0107036247334755,0.2146,1.05,5.34,5.6,0.22019333333333335,,,0.5999999999999996,,0.3999999999999999,,-160,120,,7,17,boxscore
2025-09-27,608372,Tomoyuki Sugano,tomoyuki sugano,Baltimore Orioles,New York Yankees,New York Yankees,,,3.3,15,3.4,14,1.023,0.9625159914712154,0.2299,1.04,4.54,5.09,0.22019333333333335,,,,,,,,,,3,13,boxscore
2025-09-27,693645,Cam Schlittler,cam schlittler,New York Yankees,Baltimore Orioles,New York Yankees,,,5.3,15,5.6,15,1.057,1.015820895522388,0.2374,1.04,4.74,4.99,0.22019333333333335,,,,,,,,,,9,21,boxscore
2025-09-27,700241,Michael McGreevy,michael mcgreevy,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,,,3.5,18,3.2,18,0.901,0.988955223880597,0.2035,1.05,5.6,5.89,0.22019333333333335,,,,,,,,,,3,14,boxscore
2025-09-27,592791,Jameson Taillon,jameson taillon,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,,,4.3,17,4.1,17,0.95,1.0107036247334755,0.2146,1.05,5.66,5.61,0.22019333333333335,,,,,,,,,,8,18,boxscore
2025-09-27,671212,Joe Boyle,joe boyle,Tampa Bay Rays,Toronto Blue Jays,Toronto Blue Jays,,,5.6,16,4.4,16,0.794,0.9983368869936033,0.1758,1.01,3.94,5.2,0.22019333333333335,,,,,,,,,,5,15,boxscore
2025-09-27,607536,Kyle Freeland,kyle freeland,Colorado Rockies,San Francisco Giants,San Francisco Giants,,,3.9,15,4.1,15,1.058,0.9893816631130063,0.2261,0.94,5.06,5.12,0.22019333333333335,,,,,,,,,,4,18,boxscore
2025-09-27,434378,Justin Verlander,justin verlander,San Francisco Giants,Colorado Rockies,San Francisco Giants,,,4.7,16,5.6,17,1.188,1.0347974413646055,0.2539,0.94,5.66,5.27,0.22019333333333335,,,,,,,,,,7,18,boxscore
2025-09-27,680732,Sean Burke,sean burke,Chicago White Sox,Washington Nationals,Washington Nationals,,,5.5,18,5.4,18,0.981,1.0166737739872067,0.2183,1.02,5.86,5.86,0.22019333333333335,,,,,,,,,,,,
2025-09-27,663623,Jake Irvin,jake irvin,Washington Nationals,Chicago White Sox,Washington Nationals,,,3.6,16,3.6,16,1.004,0.9994029850746269,0.2232,1.02,5.42,5.42,0.22019333333333335,,,,,,,,,,6,18,boxscore
2025-09-27,672456,Keider Montero,keider montero,Detroit Tigers,Boston Red Sox,Boston Red Sox,,,5.9,24,6.0,24,1.017,1.001961620469083,0.2296,1.05,8.12,8.12,0.22019333333333335,,,,,,,,,,7,13,boxscore
2025-09-27,605280,Clay Holmes,clay holmes,New York Mets,Miami Marlins,Miami Marlins,,,4.2,16,4.0,16,0.955,1.0098507462686568,0.2071,0.97,5.25,5.25,0.22019333333333335,,,,,,,,,,2,18,boxscore
2025-09-27,691587,Eury Pérez,eury perez,Miami Marlins,New York Mets,Miami Marlins,,,4.5,14,4.4,14,0.968,0.9819189765458421,0.2101,0.97,4.69,4.69,0.22019333333333335,,,,,,,,,,11,16,boxscore
2025-09-27,690953,Mick Abel,mick abel,Minnesota Twins,Philadelphia Phillies,Philadelphia Phillies,,,3.5,12,3.3,12,0.944,0.9959914712153518,0.2121,1.04,4.17,4.17,0.22019333333333335,,,,,,,,,,9,18,boxscore
2025-09-27,624133,Ranger Suárez,ranger suarez,Philadelphia Phillies,Minnesota Twins,Philadelphia Phillies,,,6.0,19,5.9,19,0.987,1.0043070362473348,0.2217,1.04,6.0,6.18,0.22019333333333335,,,,,,,,,,4,13,boxscore
2025-09-27,676282,Joey Cantillo,joey cantillo,Cleveland Guardians,Texas Rangers,Cleveland Guardians,,,8.5,21,8.5,21,0.999,1.0064392324093816,0.2179,0.98,5.26,7.06,0.22019333333333335,,,,,,,,,,8,17,boxscore
2025-09-27,696149,Bubba Chandler,bubba chandler,Pittsburgh Pirates,Atlanta Braves,Atlanta Braves,,,3.8,15,3.8,15,1.011,0.9836247334754797,0.2259,1.03,,,0.22019333333333335,,,,,,,,,,6,17,boxscore
2025-09-27,675911,Spencer Strider,spencer strider,Atlanta Braves,Pittsburgh Pirates,Atlanta Braves,,,5.8,15,6.1,15,1.055,0.9919402985074626,0.2359,1.03,4.74,5.04,0.22019333333333335,,,,,,,,,,5,18,boxscore
2025-09-27,671096,Andrew Abbott,andrew abbott,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers,,,5.2,17,4.8,17,0.928,0.9881023454157782,0.2034,0.99,5.73,5.73,0.22019333333333335,,,,,,,,,,4,16,boxscore
2025-09-27,593958,Eduardo Rodriguez,eduardo rodriguez,Arizona Diamondbacks,San Diego Padres,San Diego Padres,,,5.0,16,4.4,16,0.873,0.997910447761194,0.1884,0.96,5.24,5.24,0.22019333333333335,,,,,,,,,,6,18,boxscore
2025-09-27,650633,Michael King,michael king,San Diego Padres,Arizona Diamondbacks,San Diego Padres,,,5.8,15,5.7,15,0.982,0.9940724946695095,0.212,0.96,4.94,5.1,0.22019333333333335,,,,,,,,,,3,8,boxscore
2025-09-27,805123,AJ Blubaugh,aj blubaugh,Houston Astros,Los Angeles Angels,Los Angeles Angels,,,9.3,24,11.1,24,1.191,1.001961620469083,0.2649,1.02,,,0.22019333333333335,,,,,,,,,,2,12,boxscore
2025-09-27,702674,Caden Dana,caden dana,Los Angeles Angels,Houston Astros,Los Angeles Angels,,,5.0,15,4.8,15,0.951,1.012409381663113,0.2116,1.02,,,0.22019333333333335,,,,,,,,,,5,21,boxscore
2025-09-27,607192,Tyler Glasnow,tyler glasnow,Los Angeles Dodgers,Seattle Mariners,Seattle Mariners,,,5.8,14,6.2,14,1.076,0.9932196162046908,0.2322,0.96,4.71,4.71,0.22019333333333335,,,,,,,,,,3,9,boxscore
2025-09-27,669302,Logan Gilbert,logan gilbert,Seattle Mariners,Los Angeles Dodgers,Seattle Mariners,,,7.2,16,7.4,16,1.023,0.9746695095948827,0.2208,0.96,5.2,5.2,0.22019333333333335,,,,,,,,,,5,15,boxscore
2025-09-27,608379,Michael Wacha,michael wacha,Kansas City Royals,Athletics,Athletics,,,4.1,17,4.3,17,1.05,1.0028144989339018,0.2255,0.95,5.54,5.64,0.22019333333333335,,,,,,,,,,5,18,boxscore
2025-09-27,806960,Luis Morales,luis morales,Athletics,Kansas City Royals,Athletics,,,5.0,15,4.3,15,0.853,1.0256289978678037,0.1832,0.95,5.07,5.07,0.22019333333333335,,,,,,,,,,5,14,boxscore
2025-09-28,663978,Chris Paddack,chris paddack,Detroit Tigers,Boston Red Sox,Boston Red Sox,,,3.8,15,3.9,15,1.017,1.001961620469083,0.2296,1.05,4.8,5.09,0.22019333333333335,,,,,,,,,,5,13,boxscore
2025-09-28,666142,Cole Ragans,cole ragans,Kansas City Royals,Athletics,Athletics,,,7.3,14,7.7,14,1.05,1.0028144989339018,0.2255,0.95,4.34,4.63,0.22019333333333335,,,,,,,,,,8,13,boxscore
2025-09-28,685326,McCade Brown,mccade brown,Colorado Rockies,San Francisco Giants,San Francisco Giants,,,2.1,10,2.2,10,1.058,0.9893816631130063,0.2261,0.94,3.8,3.44,0.22019333333333335,,,,,,,,,,2,9,boxscore
2025-09-28,657277,Logan Webb,logan webb,San Francisco Giants,Colorado Rockies,San Francisco Giants,,,6.4,18,7.6,19,1.188,1.0347974413646055,0.2539,0.94,5.6,5.93,0.22019333333333335,,,,,,,,,,8,16,boxscore
2025-09-28,680573,Simeon Woods Richardson,simeon woods richardson,Minnesota Twins,Philadelphia Phillies,Philadelphia Phillies,,,4.3,15,4.1,15,0.944,0.9959914712153518,0.2121,1.04,4.94,4.98,0.22019333333333335,,,,,,,,,,9,18,boxscore
2025-09-28,650911,Cristopher Sánchez,cristopher sanchez,Philadelphia Phillies,Minnesota Twins,Philadelphia Phillies,,,6.6,19,6.5,19,0.987,1.0043070362473348,0.2217,1.04,6.29,6.29,0.22019333333333335,,,,,,,,,,8,17,boxscore
2025-09-28,681343,Shane Smith,shane smith,Chicago White Sox,Washington Nationals,Washington Nationals,,,4.6,15,4.5,15,0.981,1.0166737739872067,0.2183,1.02,4.86,4.86,0.22019333333333335,,,,,,,,,,8,18,boxscore
2025-09-28,695418,Brad Lord,brad lord,Washington Nationals,Chicago White Sox,Washington Nationals,,,5.4,20,5.4,20,1.004,0.9994029850746269,0.2232,1.02,4.86,6.75,0.22019333333333335,,,,,,,,,,4,12,boxscore
2025-09-28,661563,Luis Gil,luis gil,New York Yankees,Baltimore Orioles,New York Yankees,,,4.5,15,4.8,15,1.057,1.015820895522388,0.2374,1.04,5.34,4.99,0.22019333333333335,,,,,,,,,,2,15,boxscore
2025-09-28,621121,Lance McCullers Jr.,lance mccullers jr.,Houston Astros,Los Angeles Angels,Los Angeles Angels,,,4.5,12,5.4,12,1.191,1.001961620469083,0.2649,1.02,4.01,4.01,0.22019333333333335,,,,,,,,,,4,9,boxscore
2025-09-28,691951,Sam Aldegheri,sam aldegheri,Los Angeles Angels,Houston Astros,Los Angeles Angels,,,4.9,15,4.7,15,0.951,1.012409381663113,0.2116,1.02,,,0.22019333333333335,,,,,,,,,,5,14,boxscore
2025-09-28,693855,Ian Seymour,ian seymour,Tampa Bay Rays,Toronto Blue Jays,Toronto Blue Jays,,,5.6,15,4.4,15,0.794,0.9983368869936033,0.1758,1.01,5.0,,0.22019333333333335,,,,,,,,,,7,10,boxscore
2025-09-28,592332,Kevin Gausman,kevin gausman,Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,,,5.7,18,5.9,18,1.031,1.0168869936034115,0.2281,1.01,5.89,5.89,0.22019333333333335,,,,,,,,,,5,11,boxscore
2025-09-28,694297,Brandon Pfaadt,brandon pfaadt,Arizona Diamondbacks,San Diego Padres,San Diego Padres,,,4.3,16,3.8,16,0.873,0.997910447761194,0.1884,0.96,5.2,5.31,0.22019333333333335,,,,,,,,,,5,12,boxscore
2025-09-28,676664,JP Sears,jp sears,San Diego Padres,Arizona Diamondbacks,San Diego Padres,,,3.0,16,2.9,16,0.982,0.9940724946695095,0.212,0.96,,,0.22019333333333335,,,,,,,,,,4,17,boxscore
2025-09-28,477132,Clayton Kershaw,clayton kershaw,Los Angeles Dodgers,Seattle Mariners,Seattle Mariners,,,3.2,16,3.4,16,1.076,0.9932196162046908,0.2322,0.96,5.19,5.19,0.22019333333333335,,,,,,,,,,7,16,boxscore
2025-09-28,682243,Bryce Miller,bryce miller,Seattle Mariners,Los Angeles Dodgers,Seattle Mariners,,,4.0,15,4.1,15,1.023,0.9746695095948827,0.2208,0.96,5.26,5.01,0.22019333333333335,,,,,,,,,,2,12,boxscore
2025-09-28,571578,Patrick Corbin,patrick corbin,Texas Rangers,Cleveland Guardians,Cleveland Guardians,,,4.2,15,4.4,15,1.037,1.0023880597014925,0.226,0.98,5.12,5.12,0.22019333333333335,,,,,,,,,,5,12,boxscore
2025-09-28,640455,Sean Manaea,sean manaea,New York Mets,Miami Marlins,Miami Marlins,,,6.0,15,5.7,15,0.955,1.0098507462686568,0.2071,0.97,4.4,4.86,0.22019333333333335,,,,,,,,,,3,5,boxscore
2025-09-28,665795,Edward Cabrera,edward cabrera,Miami Marlins,New York Mets,Miami Marlins,,,5.7,16,5.5,16,0.968,0.9819189765458421,0.2101,0.97,5.33,5.33,0.22019333333333335,,,,,,,,,,7,15,boxscore
