date,pitcher_id,pitcher_name,team,opponent,venue_home_team,line_strikeouts,line_outs,proj_strikeouts,proj_outs,adj_strikeouts,adj_outs,k_factor,outs_factor,opponent_k_rate,park_factor_used,recent_ip_per_start,recent_ip_weighted,league_avg_k_rate,edge_dir_ks,edge_dir_outs,diff_ks,diff_outs,diff_adj_ks,diff_adj_outs,over_odds_ks,under_odds_ks,over_odds_outs,under_odds_outs,actual_strikeouts,actual_outs,outcome_source
2025-09-20,608372,Tomoyuki Sugano,tomoyuki sugano,Baltimore Orioles,New York Yankees,Baltimore Orioles,,,3.3,15,3.4,14,1.028,0.9625159914712154,0.2299,1.03,4.54,5.09,0.22019333333333335,,,,,,,,,,3,9,boxscore
2025-09-20,669923,George Kirby,george kirby,Seattle Mariners,Houston Astros,Houston Astros,,,5.6,16,5.4,16,0.971,1.012409381663113,0.2116,0.98,5.34,5.5,0.22019333333333335,,,,,,,,,,7,18,boxscore
2025-09-20,664285,Framber Valdez,framber valdez,Houston Astros,Seattle Mariners,Houston Astros,,,6.1,19,6.5,19,1.065,0.9932196162046908,0.2322,0.98,6.28,6.28,0.22019333333333335,,,,,,,,,,4,14,boxscore
2025-09-20,669456,Shane Bieber,shane bieber,Toronto Blue Jays,Kansas City Royals,Kansas City Royals,,,9.0,18,7.5,18,0.828,1.0256289978678037,0.1832,1.01,,,0.22019333333333335,,,,,,,,,,4,19,boxscore
2025-09-20,702070,Noah Cameron,noah cameron,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,,,4.4,16,3.5,16,0.794,0.9983368869936033,0.1758,1.01,5.14,5.49,0.22019333333333335,,,,,,,,,,5,20,boxscore
2025-09-20,506433,Yu Darvish,yu darvish,San Diego Padres,Chicago White Sox,Chicago White Sox,,,4.3,14,4.3,14,1.009,0.9994029850746269,0.2232,1.01,4.8,4.8,0.22019333333333335,,,,,,,,,,4,14,boxscore
2025-09-20,672782,Yoendrys Gómez,yoendrys gomez,Chicago White Sox,San Diego Padres,Chicago White Sox,,,2.4,15,2.0,15,0.851,0.997910447761194,0.1884,1.01,4.74,4.9,0.22019333333333335,,,,,,,,,,4,16,boxscore
2025-09-20,694477,Chad Patrick,chad patrick,Milwaukee Brewers,St. Louis Cardinals,St. Louis Cardinals,,,5.3,16,5.2,16,0.975,1.0107036247334755,0.2146,1.0,5.25,5.25,0.22019333333333335,,,,,,,,,,3,13,boxscore
2025-09-20,571945,Miles Mikolas,miles mikolas,St. Louis Cardinals,Milwaukee Brewers,St. Louis Cardinals,,,3.2,15,3.0,15,0.924,0.9881023454157782,0.2034,1.0,5.0,5.0,0.22019333333333335,,,,,,,,,,3,15,boxscore
2025-09-20,543294,Kyle Hendricks,kyle hendricks,Los Angeles Angels,Colorado Rockies,Colorado Rockies,,,3.5,16,3.7,17,1.067,1.0347974413646055,0.2539,1.15,5.14,5.18,0.22019333333333335,,,,,,,,,,5,21,boxscore
2025-09-20,608566,Germán Márquez,german marquez,Colorado Rockies,Los Angeles Angels,Colorado Rockies,,,3.6,15,4.0,15,1.113,1.001961620469083,0.2649,1.15,4.86,4.89,0.22019333333333335,,,,,,,,,,5,21,boxscore
2025-09-20,605400,Aaron Nola,aaron nola,Philadelphia Phillies,Arizona Diamondbacks,Arizona Diamondbacks,,,5.6,16,5.3,16,0.944,0.9940724946695095,0.212,1.04,5.27,5.27,0.22019333333333335,,,,,,,,,,4,16,boxscore
2025-09-20,668678,Zac Gallen,zac gallen,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,,,5.2,17,4.9,17,0.944,0.9959914712153518,0.2121,1.04,5.8,5.79,0.22019333333333335,,,,,,,,,,9,21,boxscore
2025-09-20,678906,Kai-Wei Teng,kai-wei teng,San Francisco Giants,Los Angeles Dodgers,Los Angeles Dodgers,,,4.0,13,4.1,13,1.018,0.9746695095948827,0.2208,0.97,4.37,4.37,0.22019333333333335,,,,,,,,,,6,9,boxscore
2025-09-20,607192,Tyler Glasnow,tyler glasnow,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,,,5.8,14,6.0,14,1.042,0.9893816631130063,0.2261,0.97,4.71,4.71,0.22019333333333335,,,,,,,,,,7,15,boxscore
2025-09-21,687765,Mitch Spence,mitch spence,Athletics,Pittsburgh Pirates,Pittsburgh Pirates,3.5,,6.9,24,7.4,24,1.077,0.9919402985074626,0.2359,0.99,5.14,8.42,0.22019333333333335,OVER,,3.4000000000000004,,3.9000000000000004,,-130,,,1,10,boxscore
2025-09-21,681347,Mike Burrows,mike burrows,Pittsburgh Pirates,Athletics,Pittsburgh Pirates,4.5,,4.9,15,5.0,15,1.029,1.0028144989339018,0.2255,0.99,4.94,4.83,0.22019333333333335,,,0.40000000000000036,,0.5,,-110,-120,,3,12,boxscore
2025-09-21,693645,Cam Schlittler,cam schlittler,New York Yankees,Baltimore Orioles,Baltimore Orioles,6.5,15.5,5.3,15,5.6,15,1.062,1.015820895522388,0.2374,1.03,4.86,5.04,0.22019333333333335,UNDER,,-1.2000000000000002,-0.5,-0.9000000000000004,-0.5,120,-160,115,-155,,
2025-09-21,592791,Jameson Taillon,jameson taillon,Chicago Cubs,Cincinnati Reds,Cincinnati Reds,4.5,15.5,4.1,16,4.3,16,1.041,0.9951385927505331,0.2316,1.02,5.2,5.43,0.22019333333333335,,,-0.40000000000000036,0.5,-0.20000000000000018,0.5,115,-150,-125,-115,,
2025-09-21,671096,Andrew Abbott,andrew abbott,Cincinnati Reds,Chicago Cubs,Cincinnati Reds,4.5,16.5,5.0,17,4.6,17,0.915,0.988955223880597,0.2035,1.02,5.26,5.54,0.22019333333333335,,,0.5,0.5,0.09999999999999964,0.5,105,-135,-110,-130,,
2025-09-21,663623,Jake Irvin,jake irvin,Washington Nationals,New York Mets,New York Mets,3.5,15.5,3.4,15,3.2,15,0.949,0.9819189765458421,0.2101,1.01,4.54,5.07,0.22019333333333335,,,-0.10000000000000009,-0.5,-0.2999999999999998,-0.5,,-130,105,-145,,
2025-09-21,640455,Sean Manaea,sean manaea,New York Mets,Washington Nationals,New York Mets,5.5,,6.0,15,5.9,15,0.986,1.0166737739872067,0.2183,1.01,4.4,4.86,0.22019333333333335,,,0.5,,0.40000000000000036,,-120,-110,,3,9,boxscore
2025-09-21,675911,Spencer Strider,spencer strider,Atlanta Braves,Detroit Tigers,Detroit Tigers,6.5,17.5,5.8,15,6.2,15,1.068,1.002174840085288,0.2351,1.0,4.74,5.04,0.22019333333333335,UNDER,UNDER,-0.7000000000000002,-2.5,-0.2999999999999998,-2.5,-120,-110,-135,-105,,
2025-09-21,663554,Casey Mize,casey mize,Detroit Tigers,Atlanta Braves,Detroit Tigers,4.5,16.5,4.6,16,4.7,16,1.026,0.9836247334754797,0.2259,1.0,5.06,5.22,0.22019333333333335,,,0.09999999999999964,-0.5,0.20000000000000018,-0.5,115,-150,-125,-115,,
2025-09-21,608379,Michael Wacha,michael wacha,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,2.5,14.5,4.1,17,3.3,17,0.794,0.9983368869936033,0.1758,1.01,5.54,5.64,0.22019333333333335,OVER,OVER,1.5999999999999996,2.5,0.7999999999999998,2.5,-165,125,-155,115,,
2025-09-21,676282,Joey Cantillo,joey cantillo,Cleveland Guardians,Minnesota Twins,Minnesota Twins,5.5,15.5,8.5,21,8.5,21,0.997,1.0043070362473348,0.2217,1.02,5.26,7.06,0.22019333333333335,OVER,OVER,3.0,5.5,3.0,5.5,-135,105,115,-155,,
2025-09-21,680573,Simeon Woods Richardson,simeon woods richardson,Minnesota Twins,Cleveland Guardians,Minnesota Twins,4.5,15.5,4.3,15,4.4,15,1.016,1.0023880597014925,0.226,1.02,5.01,5.01,0.22019333333333335,,,-0.20000000000000018,-0.5,-0.09999999999999964,-0.5,-145,110,145,-190,,
2025-09-21,650633,Michael King,michael king,San Diego Padres,Chicago White Sox,Chicago White Sox,4.5,,5.8,15,5.8,15,1.009,0.9994029850746269,0.2232,1.01,4.94,5.1,0.22019333333333335,OVER,,1.2999999999999998,,1.2999999999999998,,-160,120,,4,15,boxscore
2025-09-21,680732,Sean Burke,sean burke,Chicago White Sox,San Diego Padres,Chicago White Sox,3.5,14.5,5.5,18,4.7,18,0.851,0.997910447761194,0.1884,1.01,5.86,5.86,0.22019333333333335,OVER,OVER,2.0,3.5,1.2000000000000002,3.5,-150,115,-190,145,,
2025-09-21,669461,Matthew Liberatore,matthew liberatore,St. Louis Cardinals,Milwaukee Brewers,St. Louis Cardinals,3.5,14.5,3.9,15,3.6,15,0.924,0.9881023454157782,0.2034,1.0,4.74,5.05,0.22019333333333335,,,0.3999999999999999,0.5,0.10000000000000009,0.5,110,-145,-175,135,,
2025-09-21,691587,Eury Pérez,eury perez,Miami Marlins,Texas Rangers,Texas Rangers,5.5,15.5,4.5,14,4.3,14,0.96,1.0064392324093816,0.2179,1.06,4.69,4.69,0.22019333333333335,UNDER,,-1.0,-1.5,-1.2000000000000002,-1.5,115,-150,145,-190,,
2025-09-21,518876,Merrill Kelly,merrill kelly,Texas Rangers,Miami Marlins,Texas Rangers,4.5,17.5,5.4,18,4.9,18,0.912,1.0098507462686568,0.2071,1.06,5.9,5.9,0.22019333333333335,OVER,,0.9000000000000004,0.5,0.40000000000000036,0.5,-105,-125,-135,-105,,
2025-09-21,702674,Caden Dana,caden dana,Los Angeles Angels,Colorado Rockies,Colorado Rockies,4.5,14.5,5.0,15,5.3,16,1.067,1.0347974413646055,0.2539,1.15,,,0.22019333333333335,,,0.5,0.5,0.7999999999999998,1.5,120,-160,-105,-135,,
2025-09-21,607536,Kyle Freeland,kyle freeland,Colorado Rockies,Los Angeles Angels,Colorado Rockies,4.5,15.5,4.0,15,4.5,15,1.113,1.001961620469083,0.2649,1.15,5.15,5.15,0.22019333333333335,,,-0.5,-0.5,0.0,-0.5,130,-170,120,-160,,
2025-09-21,686218,Emmet Sheehan,emmet sheehan,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,,,6.1,17,6.4,17,1.042,0.9893816631130063,0.2261,0.97,5.54,5.73,0.22019333333333335,,,,,,,,,,10,21,boxscore
2025-09-21,624133,Ranger Suárez,ranger suarez,Philadelphia Phillies,Arizona Diamondbacks,Arizona Diamondbacks,,,6.0,19,5.7,19,0.944,0.9940724946695095,0.212,1.04,6.0,6.18,0.22019333333333335,,,,,,,,,,2,12,boxscore
2025-09-21,593958,Eduardo Rodriguez,eduardo rodriguez,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,,,5.0,16,4.7,16,0.944,0.9959914712153518,0.2121,1.04,5.24,5.24,0.22019333333333335,,,,,,,,,,5,18,boxscore
2025-09-21,669302,Logan Gilbert,logan gilbert,Seattle Mariners,Houston Astros,Houston Astros,,,7.2,16,7.0,16,0.971,1.012409381663113,0.2116,0.98,5.2,5.2,0.22019333333333335,,,,,,,,,,4,18,boxscore
2025-09-21,669920,Jason Alexander,jason alexander,Houston Astros,Seattle Mariners,Houston Astros,,,5.8,20,6.2,20,1.065,0.9932196162046908,0.2322,0.98,6.58,6.58,0.22019333333333335,,,,,,,,,,1,4,boxscore
2025-09-21,671212,Joe Boyle,joe boyle,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,4.5,,6.5,18,6.9,18,1.058,1.001961620469083,0.2296,0.97,6.03,6.03,0.22019333333333335,OVER,,2.0,,2.4000000000000004,,-135,105,,9,13,boxscore
2025-09-22,669022,MacKenzie Gore,mackenzie gore,Washington Nationals,Tampa Bay Rays,Washington Nationals,,,6.4,16,6.6,16,1.026,1.0168869936034115,0.2281,1.02,5.14,5.34,0.22019333333333335,,,,,,,,,,3,6,boxscore
2025-09-22,519242,Chris Sale,chris sale,Atlanta Braves,Philadelphia Phillies,Philadelphia Phillies,,,8.2,19,7.7,19,0.944,0.9959914712153518,0.2121,1.04,6.86,6.34,0.22019333333333335,,,,,,,,,,6,15,boxscore
2025-09-22,642547,Freddy Peralta,freddy peralta,Milwaukee Brewers,Toronto Blue Jays,Toronto Blue Jays,,,6.0,16,4.8,16,0.794,0.9983368869936033,0.1758,1.01,5.4,5.43,0.22019333333333335,,,,,,,,,,6,15,boxscore
2025-09-22,601713,Nick Pivetta,nick pivetta,San Diego Padres,Minnesota Twins,Minnesota Twins,,,6.1,17,6.1,17,0.997,1.0043070362473348,0.2217,1.02,5.74,5.81,0.22019333333333335,,,,,,,,,,5,17,boxscore
2025-09-22,700241,Michael McGreevy,michael mcgreevy,St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds,,,3.5,18,3.6,18,1.041,0.9951385927505331,0.2316,1.02,5.8,5.97,0.22019333333333335,,,,,,,,,,2,15,boxscore
2025-09-22,434378,Justin Verlander,justin verlander,San Francisco Giants,Baltimore Orioles,San Francisco Giants,,,4.7,16,5.2,16,1.11,1.015820895522388,0.2374,0.94,5.66,5.27,0.22019333333333335,,,,,,,,,,3,13,boxscore
2025-09-22,608379,Michael Wacha,michael wacha,Kansas City Royals,Detroit Tigers,Kansas City Royals,2.5,14.5,4.1,17,4.4,17,1.062,1.002174840085288,0.2351,1.01,5.54,5.64,0.22019333333333335,OVER,OVER,1.5999999999999996,2.5,1.9000000000000004,2.5,-165,125,-155,115,,
2025-09-23,686752,Ryan Pepiot,ryan pepiot,Tampa Bay Rays,Baltimore Orioles,Baltimore Orioles,4.5,,5.0,16,5.3,16,1.062,1.015820895522388,0.2374,1.03,4.46,5.18,0.22019333333333335,,,0.5,,0.7999999999999998,,-125,-105,,3,9,boxscore
2025-09-23,665152,Dean Kremer,dean kremer,Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,4.5,16.5,4.6,17,4.7,17,1.02,1.0168869936034115,0.2281,1.03,4.74,5.55,0.22019333333333335,,,0.09999999999999964,0.5,0.20000000000000018,0.5,-145,110,-110,-130,,
2025-09-23,669373,Tarik Skubal,tarik skubal,Detroit Tigers,Cleveland Guardians,Cleveland Guardians,7.5,18.5,8.3,20,8.6,20,1.037,1.0023880597014925,0.226,0.98,6.94,6.59,0.22019333333333335,OVER,,0.8000000000000007,1.5,1.0999999999999996,1.5,-135,105,155,-220,,
2025-09-23,668909,Gavin Williams,gavin williams,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,5.5,15.5,5.4,16,5.8,16,1.078,1.002174840085288,0.2351,0.98,5.66,5.41,0.22019333333333335,,,-0.09999999999999964,0.5,0.2999999999999998,0.5,-145,110,-115,-125,,
2025-09-23,670912,Johan Oviedo,johan oviedo,Pittsburgh Pirates,Cincinnati Reds,Cincinnati Reds,4.5,14.5,5.7,11,5.9,11,1.041,0.9951385927505331,0.2316,1.02,4.94,3.78,0.22019333333333335,OVER,UNDER,1.2000000000000002,-3.5,1.4000000000000004,-3.5,-135,105,-190,145,,
2025-09-23,663903,Brady Singer,brady singer,Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,5.5,17.5,5.4,17,5.7,17,1.061,0.9919402985074626,0.2359,1.02,6.0,5.56,0.22019333333333335,,,-0.09999999999999964,-0.5,0.20000000000000018,-0.5,,-130,-115,-125,,
2025-09-23,665795,Edward Cabrera,edward cabrera,Miami Marlins,Philadelphia Phillies,Philadelphia Phillies,4.5,,5.9,16,5.6,16,0.944,0.9959914712153518,0.2121,1.04,5.74,5.49,0.22019333333333335,OVER,,1.4000000000000004,,1.0999999999999996,,130,-170,,3,12,boxscore
2025-09-23,650911,Cristopher Sánchez,cristopher sanchez,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,5.5,18.5,6.6,19,6.1,19,0.922,1.0098507462686568,0.2071,1.04,6.29,6.29,0.22019333333333335,OVER,,1.0999999999999996,0.5,0.5999999999999996,0.5,-150,115,145,-190,,
2025-09-23,681343,Shane Smith,shane smith,Chicago White Sox,New York Yankees,New York Yankees,4.5,14.5,4.6,15,4.7,14,1.023,0.9625159914712154,0.2299,1.04,4.86,4.86,0.22019333333333335,,,0.09999999999999964,0.5,0.20000000000000018,-0.5,-165,125,-155,115,,
2025-09-23,661563,Luis Gil,luis gil,New York Yankees,Chicago White Sox,New York Yankees,5.5,15.5,4.5,15,4.5,15,0.993,0.9994029850746269,0.2232,1.04,5.34,4.99,0.22019333333333335,UNDER,,-1.0,-0.5,-1.0,-0.5,110,-145,120,-160,,
2025-09-23,608337,Lucas Giolito,lucas giolito,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays,4.5,17.5,4.7,17,3.7,17,0.794,0.9983368869936033,0.1758,1.01,6.0,5.73,0.22019333333333335,,,0.20000000000000018,-0.5,-0.7999999999999998,-0.5,110,-145,-110,-130,,
2025-09-23,592332,Kevin Gausman,kevin gausman,Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,6.5,17.5,5.7,18,5.9,18,1.038,1.001961620469083,0.2296,1.01,5.89,5.89,0.22019333333333335,UNDER,,-0.7999999999999998,0.5,-0.5999999999999996,0.5,120,-160,-150,110,,
2025-09-23,695418,Brad Lord,brad lord,Washington Nationals,Atlanta Braves,Atlanta Braves,3.5,15.5,5.4,20,5.5,20,1.011,0.9836247334754797,0.2259,1.03,4.86,6.75,0.22019333333333335,OVER,OVER,1.9000000000000004,4.5,2.0,4.5,-115,-115,105,-145,,
2025-09-23,694462,Hurston Waldrep,hurston waldrep,Atlanta Braves,Washington Nationals,Atlanta Braves,5.5,15.5,7.1,21,6.9,21,0.977,1.0166737739872067,0.2183,1.03,5.8,7.16,0.22019333333333335,OVER,OVER,1.5999999999999996,5.5,1.4000000000000004,5.5,120,-160,-110,-130,,
2025-09-23,656849,David Peterson,david peterson,New York Mets,Chicago Cubs,Chicago Cubs,3.5,15.5,5.4,18,4.9,18,0.901,0.988955223880597,0.2035,1.05,6.0,6.0,0.22019333333333335,OVER,OVER,1.9000000000000004,2.5,1.4000000000000004,2.5,-170,130,,-140,,
2025-09-23,690990,Cade Horton,cade horton,Chicago Cubs,New York Mets,Chicago Cubs,4.5,,4.3,16,4.0,16,0.93,0.9819189765458421,0.2101,1.05,4.86,5.23,0.22019333333333335,,,-0.20000000000000018,,-0.5,,120,-160,,2,9,boxscore
2025-09-23,805673,Zebby Matthews,zebby matthews,Minnesota Twins,Texas Rangers,Texas Rangers,4.5,,6.4,15,6.1,15,0.96,1.0064392324093816,0.2179,1.06,5.26,4.95,0.22019333333333335,OVER,,1.9000000000000004,,1.5999999999999996,,-115,-115,,6,21,boxscore
2025-09-23,571578,Patrick Corbin,patrick corbin,Texas Rangers,Minnesota Twins,Texas Rangers,4.5,,4.2,15,4.1,15,0.977,1.0043070362473348,0.2217,1.06,5.12,5.12,0.22019333333333335,,,-0.2999999999999998,,-0.40000000000000036,,105,-135,,2,11,boxscore
2025-09-23,666142,Cole Ragans,cole ragans,Kansas City Royals,Los Angeles Angels,Los Angeles Angels,,,7.6,14,9.1,14,1.191,1.001961620469083,0.2649,1.02,4.82,4.82,0.22019333333333335,,,,,,,,,,10,15,boxscore
2025-09-23,691951,Sam Aldegheri,sam aldegheri,Los Angeles Angels,Kansas City Royals,Los Angeles Angels,,,4.9,15,4.0,15,0.824,1.0256289978678037,0.1832,1.02,,,0.22019333333333335,,,,,,,,,,3,14,boxscore
2025-09-23,694297,Brandon Pfaadt,brandon pfaadt,Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,4.5,15.5,4.3,16,4.2,16,0.983,0.9746695095948827,0.2208,1.04,5.2,5.31,0.22019333333333335,,,-0.20000000000000018,0.5,-0.2999999999999998,0.5,120,-160,-105,-135,,
2025-09-23,681190,Randy Vásquez,randy vasquez,San Diego Padres,Milwaukee Brewers,San Diego Padres,2.5,,2.7,15,2.5,15,0.942,0.9881023454157782,0.2034,0.96,5.05,5.05,0.22019333333333335,,,0.20000000000000018,,0.0,,-145,110,,3,21,boxscore
2025-09-23,669467,Andre Pallante,andre pallante,St. Louis Cardinals,San Francisco Giants,San Francisco Giants,3.5,15.5,3.7,16,3.9,16,1.058,0.9893816631130063,0.2261,0.94,5.26,5.32,0.22019333333333335,,,0.20000000000000018,0.5,0.3999999999999999,0.5,105,-135,110,-150,,
2025-09-23,657277,Logan Webb,logan webb,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,5.5,18.5,6.7,18,6.7,18,1.004,1.0107036247334755,0.2146,0.94,6.16,6.16,0.22019333333333335,OVER,,1.2000000000000002,-0.5,1.2000000000000002,-0.5,-125,-105,115,-155,,
2025-09-23,664299,Cristian Javier,cristian javier,Houston Astros,Athletics,Athletics,4.5,14.5,3.3,10,3.5,10,1.05,1.0028144989339018,0.2255,0.95,3.33,3.33,0.22019333333333335,UNDER,UNDER,-1.2000000000000002,-4.5,-1.0,-4.5,120,-160,-160,120,,
2025-09-23,605488,Jeffrey Springs,jeffrey springs,Athletics,Houston Astros,Athletics,4.5,14.5,4.4,16,4.3,16,0.985,1.012409381663113,0.2116,0.95,5.0,5.48,0.22019333333333335,,,-0.09999999999999964,1.5,-0.20000000000000018,1.5,125,-165,-140,3,15,boxscore
2025-09-24,693821,Bryce Elder,bryce elder,Atlanta Braves,Washington Nationals,Atlanta Braves,5.5,17.5,4.7,17,4.6,17,0.977,1.0166737739872067,0.2183,1.03,6.34,5.73,0.22019333333333335,UNDER,,-0.7999999999999998,-0.5,-0.9000000000000004,-0.5,125,-165,-160,120,,
2025-09-24,694477,Chad Patrick,chad patrick,Milwaukee Brewers,San Diego Padres,San Diego Padres,,,5.1,15,4.5,15,0.873,0.997910447761194,0.1884,0.96,4.8,5.07,0.22019333333333335,,,,,,,,,,6,9,boxscore
2025-09-24,656302,Dylan Cease,dylan cease,San Diego Padres,Milwaukee Brewers,San Diego Padres,5.5,,6.7,16,6.3,16,0.942,0.9881023454157782,0.2034,0.96,5.06,5.19,0.22019333333333335,OVER,,1.2000000000000002,,0.7999999999999998,,-150,115,,8,15,boxscore
2025-09-24,669358,Shane Baz,shane baz,Tampa Bay Rays,Baltimore Orioles,Baltimore Orioles,5.5,14.5,5.4,16,5.7,16,1.062,1.015820895522388,0.2374,1.03,4.86,5.26,0.22019333333333335,,,-0.09999999999999964,1.5,0.20000000000000018,1.5,-125,-105,-150,110,,
2025-09-24,669330,Tyler Wells,tyler wells,Baltimore Orioles,Tampa Bay Rays,Baltimore Orioles,5.5,17.5,4.3,16,4.4,16,1.02,1.0168869936034115,0.2281,1.03,5.9,5.36,0.22019333333333335,UNDER,,-1.2000000000000002,-1.5,-1.0999999999999996,-1.5,125,-165,-105,-135,,
2025-09-24,656427,Jack Flaherty,jack flaherty,Detroit Tigers,Cleveland Guardians,Cleveland Guardians,4.5,15.5,6.1,16,6.3,16,1.037,1.0023880597014925,0.226,0.98,5.22,5.22,0.22019333333333335,OVER,,1.5999999999999996,0.5,1.7999999999999998,0.5,-170,130,125,-165,,
2025-09-24,676440,Tanner Bibee,tanner bibee,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,5.5,17.5,5.3,18,5.7,18,1.078,1.002174840085288,0.2351,0.98,6.06,5.83,0.22019333333333335,,,-0.20000000000000018,0.5,0.20000000000000018,0.5,-165,125,-130,-110,,
2025-09-24,694973,Paul Skenes,paul skenes,Pittsburgh Pirates,Cincinnati Reds,Cincinnati Reds,6.5,,6.7,18,7.0,18,1.041,0.9951385927505331,0.2316,1.02,5.97,5.97,0.22019333333333335,,,0.20000000000000018,,0.5,,-145,110,,7,18,boxscore
2025-09-24,668881,Hunter Greene,hunter greene,Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,7.5,17.5,7.0,17,7.4,17,1.061,0.9919402985074626,0.2359,1.02,5.54,5.54,0.22019333333333335,,,-0.5,-0.5,-0.09999999999999964,-0.5,-150,115,-125,-115,,
2025-09-24,677960,Ryan Weathers,ryan weathers,Miami Marlins,Philadelphia Phillies,Philadelphia Phillies,4.5,,4.6,15,4.3,15,0.944,0.9959914712153518,0.2121,1.04,4.84,4.84,0.22019333333333335,,,0.09999999999999964,,-0.20000000000000018,,-105,-125,,8,14,boxscore
2025-09-24,666200,Jesús Luzardo,jesus luzardo,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,6.5,,6.6,17,6.1,17,0.922,1.0098507462686568,0.2071,1.04,5.74,5.64,0.22019333333333335,,,0.09999999999999964,,-0.40000000000000036,,105,-135,,10,21,boxscore
2025-09-24,686642,Fraser Ellard,fraser ellard,Chicago White Sox,New York Yankees,New York Yankees,1.5,,7.6,15,7.8,14,1.023,0.9625159914712154,0.2299,1.04,,,0.22019333333333335,OVER,,6.1,,6.3,,120,-160,,1,2,boxscore
2025-09-24,608331,Max Fried,max fried,New York Yankees,Chicago White Sox,New York Yankees,5.5,,5.7,18,5.7,18,0.993,0.9994029850746269,0.2232,1.04,5.96,5.96,0.22019333333333335,,,0.20000000000000018,,0.20000000000000018,,-160,120,,7,21,boxscore
2025-09-24,676979,Garrett Crochet,garrett crochet,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays,6.5,18.5,8.0,19,6.4,19,0.794,0.9983368869936033,0.1758,1.01,6.39,6.39,0.22019333333333335,OVER,,1.5,0.5,-0.09999999999999964,0.5,105,-135,150,-200,,
2025-09-24,453286,Max Scherzer,max scherzer,Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,5.5,15.5,5.1,16,5.3,16,1.038,1.001961620469083,0.2296,1.01,5.46,5.46,0.22019333333333335,,,-0.40000000000000036,0.5,-0.20000000000000018,0.5,,-130,110,-150,,
2025-09-24,571510,Matthew Boyd,matthew boyd,Chicago Cubs,New York Mets,Chicago Cubs,5.5,15.5,5.2,18,4.8,18,0.93,0.9819189765458421,0.2101,1.05,6.14,6.01,0.22019333333333335,,OVER,-0.2999999999999998,2.5,-0.7000000000000002,2.5,125,-165,125,-165,,
2025-09-24,671737,Taj Bradley,taj bradley,Minnesota Twins,Texas Rangers,Texas Rangers,4.5,15.5,4.5,16,4.3,16,0.96,1.0064392324093816,0.2179,1.06,5.25,5.25,0.22019333333333335,,,0.0,0.5,-0.20000000000000018,0.5,-135,105,-125,-115,,
2025-09-24,594798,Jacob deGrom,jacob degrom,Texas Rangers,Minnesota Twins,Texas Rangers,6.5,,6.0,17,5.9,17,0.977,1.0043070362473348,0.2217,1.06,5.4,5.66,0.22019333333333335,,,-0.5,,-0.5999999999999996,,115,-150,,8,15,boxscore
2025-09-24,663568,Stephen Kolek,stephen kolek,Kansas City Royals,Los Angeles Angels,Los Angeles Angels,4.5,17.5,4.0,17,4.8,17,1.191,1.001961620469083,0.2649,1.02,5.66,5.66,0.22019333333333335,,,-0.5,-0.5,0.2999999999999998,-0.5,-135,105,,-140,,
2025-09-24,579328,Yusei Kikuchi,yusei kikuchi,Los Angeles Angels,Kansas City Royals,Los Angeles Angels,4.5,17.5,5.7,17,4.7,17,0.824,1.0256289978678037,0.1832,1.02,5.56,5.56,0.22019333333333335,OVER,,1.2000000000000002,-0.5,0.20000000000000018,-0.5,-120,-110,-105,-135,,
2025-09-24,605483,Blake Snell,blake snell,Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks,6.5,17.5,5.5,16,5.2,16,0.944,0.9940724946695095,0.212,1.04,5.26,5.26,0.22019333333333335,UNDER,,-1.0,-1.5,-1.2999999999999998,-1.5,115,-150,-115,-125,,
2025-09-24,669194,Ryne Nelson,ryne nelson,Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,4.5,16.5,6.2,21,6.1,20,0.983,0.9746695095948827,0.2208,1.04,7.0,7.0,0.22019333333333335,OVER,OVER,1.7000000000000002,4.5,1.5999999999999996,3.5,105,-135,-115,-125,,
